date,headline,short_description,category,link,authors,company,source_file
2012-10-27,Windows 8: Game Over Man!,"Windows 8, Microsoft's attempt to be more Apple than Apple, is about to shake up my world and the world of serious gamers everywhere.",TECH,https://www.huffingtonpost.com/entry/windows-8-game-over-man_us_5bb35abae4b0fa920b96e6b9,"John Pavley, Contributor
CTO @ The Huffington Post, Blogger",Apple,data_2012.json
2012-10-27,Windows 8 Vocabulary Terms You Need To Talk Intelligently About Microsoft's New OS,"Quickness -- (We cheated on 'Q', sue us.) Microsoft has drastically improved the time it takes to boot up a Windows 8 machine",TECH,https://www.huffingtonpost.com/entry/windows-8-help_us_5bb35ab3e4b0fa920b96e5f6,Jason Gilbert,Microsoft,data_2012.json
2012-10-21,"iPad Mini Event, New Retina MacBooks And Mac Minis, Too: This Week In Apple Rumors","Hello, ladies and gentlemen, and welcome to This Week In Apple Rumors, our regular look back at all of the week's unconfirmed",TECH,https://www.huffingtonpost.com/entry/ipad-mini-event-new-retina-macbook-apple-rumors_us_5bb35a37e4b0fa920b96de38,Jason Gilbert,Apple,data_2012.json
2012-10-14,"Hey, Apple! Get Off My Tail!","It's just the beginning, guys. Every breath you take. Every move you make. Every bond you break, every step you take, Apple will be watching you. Unless you find the well-hidden option, that is.",TECH,https://www.huffingtonpost.com/entry/apple-location-tracker_us_5bb359f3e4b0fa920b96d7a7,"Stanley Bing, Contributor
Fortune columnist and best-selling author of business books",Apple,data_2012.json
2012-10-14,"iPad Mini Event And Mockups, New Retina MacBook In Tow: This Week In Apple Rumors","Hello, ladies and gentlemen, and welcome to This Week In Apple Rumors, our regular look back at all of the week's unconfirmed",TECH,https://www.huffingtonpost.com/entry/ipad-mini-event-mockups-apple-rumors_us_5bb359f2e4b0fa920b96d76d,Jason Gilbert,Apple,data_2012.json
2012-10-07,iPhone 5 Camera Problem Addressed By Apple In Support Document,"Apple CEO Tim Cook recently published a public apology for the company's half-baked Maps app, which was developed to replace",TECH,https://www.huffingtonpost.com/entry/iphone-5-camera-problem-apple_us_5bb35999e4b0fa920b96d0b8,Catharine Smith,Apple,data_2012.json
2012-10-07,"iPad Mini Event Invitations, Video, And Photos: This Week In Apple Rumors","Hello, ladies and gentlemen, and welcome to This Week In Apple Rumors, our regular look back at all of the week's unconfirmed",TECH,https://www.huffingtonpost.com/entry/ipad-mini-event-invitations-apple-rumors_us_5bb35998e4b0fa920b96d07d,Jason Gilbert,Apple,data_2012.json
2012-09-30,iPhone 5: It's Morning in Technology Land,While the iPhone 5 release is a devastating flub for Apple it's a fantastic opportunity for the rest of us.,TECH,https://www.huffingtonpost.comhttps://editorial.huffingtonpost.com/mt.cgi?__mode=view&_type=entry&id=1926845&blog_id=3,,Apple,data_2012.json
2012-09-29,Apple No Longer Saying Its Maps Are 'The Most Powerful',"Following Apple CEO Tim Cook's candid admission that Apple Maps might not be so great, and his suggestion that users turn",TECH,https://www.huffingtonpost.comhttp://gizmodo.com/5947554/apple-stops-calling-its-maps-the-most-powerful,,Apple,data_2012.json
2012-09-22,Apple Supply Chain Mastery Is Key To CEO Tim Cook's Success,"Insiders say he is a refreshing presence after the prickly Jobs, who was admired but feared. Cook is also known for his ability",TECH,https://www.huffingtonpost.com/entry/apple-supply-chain-tim-cook_us_5bb358bee4b0fa920b96bfcf,"Reuters, Reuters",Apple,data_2012.json
2012-09-22,"Apple Seeks U.S. Sales Ban On Samsung, $707 Million More In Damages","Apple said it wanted the court to award it damages that reflect ""a rational and fair effort to address Samsung's willful",TECH,https://www.huffingtonpost.com/entry/apple-samsung-ban_us_5bb358bde4b0fa920b96bfb4,"Reuters, Reuters",Apple,data_2012.json
2012-09-15,WATCH: 60 Seconds of Social Media,The tablet wars are heating up. Can Amazon's new Kindle Fire HD take on Apple's iPad?,TECH,https://www.huffingtonpost.com/entry/watch-60-seconds-of-socia_us_5bb3579ce4b0fa920b96b73e,"Shawn Amos, Contributor
blues preacher | content junkie | doughnut lover",Apple,data_2012.json
2012-09-15,"Spectre 1, iMac Look Eerily Similar: HP's New All-In-One Takes A Few Cues Too Many From Apple? (PHOTOS)","If you covered up the company's logos, only a trained eye wouldn't mistake HP's Spectre One for an Apple product. Here's",TECH,https://www.huffingtonpost.com/entry/spectre-1-imac-hp-apple_us_5bb3579ae4b0fa920b96b6fd,Dino Grandoni,Apple,data_2012.json
2012-09-09,"iPhone 5 Unveiling, iPad Mini Leaks, And The Return Of iPod: This Week In Apple Rumors","Hello, ladies and gentlemen, and welcome to This Week In Apple Rumors, our regular look back at all of the week's unconfirmed",TECH,https://www.huffingtonpost.com/entry/iphone-5-unveiling-ipad-mini-apple-rumors_us_5bb35726e4b0fa920b96b020,Jason Gilbert,Apple,data_2012.json
2012-09-02,"iPhone 5 Photos, iPad Mini Peekaboo, And iMacs Galore: This Week In Apple Rumors","Hello, ladies and gentlemen, and welcome to This Week In Apple Rumors, our regular look back at all of the week's unconfirmed",TECH,https://www.huffingtonpost.com/entry/iphone-5-photos-ipad-mini_us_5bb35693e4b0fa920b96aa4a,Jason Gilbert,Apple,data_2012.json
2012-09-01,Apple-Samsung Lawsuit: Apple Targets 4 Additional Products,"NEW YORK (Reuters) - Seeking to capitalize on a major legal victory over its rival Samsung Electronics Ltd, Apple Inc has",TECH,https://www.huffingtonpost.com/entry/apple-targets-more-samsun_us_5bb35693e4b0fa920b96aa53,"Reuters, Reuters",Apple,data_2012.json
2012-08-26,"iPhone 5 In September, iPad Mini In October, Apple Television God Knows When: This Week In Apple Rumors","Hello, ladies and gentlemen, and welcome to This Week In Apple Rumors, our regular look back at all of the week's unconfirmed",TECH,https://www.huffingtonpost.com/entry/iphone-5-in-september-ipad-mini-october-apple-rumors_us_5bb3562fe4b0fa920b96a498,Jason Gilbert,Apple,data_2012.json
2012-08-26,Microsoft: Apple Samsung Lawsuit's Other Big Winner,Some analysts are skeptical that Microsoft can produce a device that the mobile consumer will love. It remains to be seen,TECH,https://www.huffingtonpost.com/entry/microsoft-apple-samsung-lawsuit_us_5bb35630e4b0fa920b96a4d8,"Reuters, Reuters",Apple,data_2012.json
2012-08-25,"Velvin Hogan, Foreman In Apple Samsung Case, Says Jury Didn't Want $1 Billion Verdict To Be 'Just A Slap On The Wrist'",Apple's damages expert testified that Samsung earned margins of roughly 35.5 percent on the products at issue in the lawsuit,TECH,https://www.huffingtonpost.com/entry/velvin-hogan-foreman-apple-samsung_us_5bb35630e4b0fa920b96a4ae,"Reuters, Reuters",Apple,data_2012.json
2012-08-25,Samsung: Apple Victory 'Not Final Word',"SAN FRANCISCO (Reuters) - Samsung Electronics called a U.S. jury decision in favor of Apple Inc ""a loss for the American",TECH,https://www.huffingtonpost.com/entry/samsung-apple-not-final-word_us_5bb3562de4b0fa920b96a48a,"Reuters, Reuters",Apple,data_2012.json
2012-08-19,"iPhone 5 Preorders, iPad Mini Predictions, And Apple TV: This Week In Apple Rumors","Hello, ladies and gentlemen, and welcome to This Week In Apple Rumors, our regular look back at all of the week's unconfirmed",TECH,https://www.huffingtonpost.com/entry/iphone-5-preorders-ipad-mini_us_5bb355cae4b0fa920b969d37,Jason Gilbert,Apple,data_2012.json
2012-08-18,"Google Files New Patent Lawsuit Against Apple, Seeks To Block IPhone, IPad & Mac Imports To U.S.","According to Bloomberg, Google’s Motorola unit just filed a new patent-infringement lawsuit against Apple with the U.S. International",TECH,https://www.huffingtonpost.comhttp://techcrunch.com/2012/08/17/google-files-new-patent-lawsuit-against-apple-seeks-to-block-iphone-ipad-mac-imports-to-u-s/,,Apple,data_2012.json
2012-08-12,"iPhone 5 Leaks, iPad Mini Dreamin', And A Smaller Retina MacBook: This Week In Apple Rumors","Hello, ladies and gentlemen, and welcome to This Week In Apple Rumors, our regular look back at all of the week's unconfirmed",TECH,https://www.huffingtonpost.com/entry/iphone-5-leaks-ipad-mini-retina-macbook-apple-rumors_us_5bb35575e4b0fa920b9696f5,Jason Gilbert,Apple,data_2012.json
2012-08-12,The Number That Shows Why Apple Is Suing Every Android Manufacturer In Sight,The eyes of the technology world are focused on the epic patent struggle between Apple and Samsung - the latest iteration,TECH,https://www.huffingtonpost.comhttp://www.readwriteweb.com/mobile/2012/08/the-number-that-shows-why-apple-is-suing-every-android-manufacturer-in-sight.php,,Apple,data_2012.json
2012-08-11,"Apple Fans Are Getting Old, iDevice Delight Fading In The Younger Crowd: YouGov Survey",That slow climb in approval from boomers and 40-somethings aligns with something I noted back in November: that Apple advertisements,TECH,https://www.huffingtonpost.com/entry/apple-fans-old-yougov_us_5bb35572e4b0fa920b9696d4,Jason Gilbert,Apple,data_2012.json
2012-08-05,"IPhone 5 Announcement All But Confirmed, IPad Mini In Tow? This Week In Apple Rumors","Hello, ladies and gentlemen, and welcome to This Week In Apple Rumors, our regular look back at all of the week's unconfirmed",TECH,https://www.huffingtonpost.com/entry/iphone-5-announcement-ipad-mini-this-week-in-apple-rumors_us_5bb3550fe4b0fa920b9690b6,Jason Gilbert,Apple,data_2012.json
2012-07-29,"iPhone 5 Release Date, iPad Mini Launch, And A New iPod Touch (Finally!): This Week In Apple Rumors","Hello, ladies and gentlemen, and welcome to This Week In Apple Rumors, our regular look back at all of the week's unconfirmed",TECH,https://www.huffingtonpost.com/entry/iphone-5-release-date-ipad-mini-apple-rumors_us_5bb354c3e4b0fa920b968913,Jason Gilbert,Apple,data_2012.json
2012-07-28,iPhone Prototypes That Never Left Apple's Lab (PHOTOS),"""According to the filing, it was designed by Apple's Shin Nishibori, and was apparently up against another more metallic",TECH,https://www.huffingtonpost.com/entry/iphone-prototypes-that-never-left-apples-lab-photos_us_5bb354c8e4b0fa920b9689e4,Britney Fitzgerald,Apple,data_2012.json
2012-07-28,Apple-Twitter Deal In The Works? Reports Say Apple May Invest In Social Network,"First, let's try to be optimists. Perhaps Apple and Twitter are soulmates because both value sleekness and simplicity, the",TECH,https://www.huffingtonpost.com/entry/apple-twitter-deal_us_5bb354d5e4b0fa920b968acf,Dino Grandoni,Apple,data_2012.json
2012-07-28,Apple Is Said To Discuss An Investment In Twitter,"Apple, which has stumbled in its efforts to get into social media, has talked with Twitter in recent months about making",TECH,https://www.huffingtonpost.comhttp://www.nytimes.com/2012/07/28/technology/apple-is-said-to-discuss-an-investment-in-twitter.html?_r=1&hp&gwh=E0EDAC4A5266AE275A8454E819AE73D3,,Apple,data_2012.json
2012-07-22,Apple Earnings Ahoy: Company Heads Into Choppy Waters As New iPhone Awaited,"""Of all the quarters, this is the one that seems to have widest range of opinion,"" said Granite's Lesko. It is unclear when",TECH,https://www.huffingtonpost.com/entry/apple-earnings-july-2012_us_5bb35495e4b0fa920b9684a9,"Reuters, Reuters",Apple,data_2012.json
2012-07-22,"Kodak Loses Patent Case vs. Apple, RIM; Plans Appeal",Kodak filed for Chapter 11 bankruptcy protection from creditors on January 19. Patent litigation has in recent years been,TECH,https://www.huffingtonpost.com/entry/kodak-apple-rim-patent_us_5bb35494e4b0fa920b968486,"Reuters, Reuters",Apple,data_2012.json
2012-07-15,"iPhone 5 Photos, iPad Mini Leaks, And New Retina MacBook Pros: This Week In Apple Rumors","Hello, ladies and gentlemen, and welcome to This Week In Apple Rumors, our regular look back at all of the week's unconfirmed",TECH,https://www.huffingtonpost.com/entry/iphone-5-photos-ipad-mini-leaks-apple-rumors_us_5bb35430e4b0fa920b967d52,Jason Gilbert,Apple,data_2012.json
2012-07-08,Web Display Ad World's Woes Reflected In Microsoft's aQuantive Loss,Advertisers now question the performance of display ads more as Internet users train themselves to avoid such marketing. A,TECH,https://www.huffingtonpost.com/entry/web-display-ads-microsoft-aquantive_us_5bb353efe4b0fa920b9677e2,"Reuters, Reuters",Microsoft,data_2012.json
2012-07-08,"iPhone 5, iPad Mini Release Date, And iPad '4': This Week In Apple Rumors","Hello, ladies and gentlemen, and welcome to This Week In Apple Rumors, our regular look back at all of the week's unconfirmed",TECH,https://www.huffingtonpost.com/entry/iphone-5-ipad-mini-release-date-ipad-4-apple-rumors_us_5bb353ece4b0fa920b96776a,Jason Gilbert,Apple,data_2012.json
2012-07-07,"The Environmental Cost of ""Design First""","The dangerous nature of digital waste is not a new problem. In the early '00s EPEAT set standards for ""green electronics."" But this week tech industry thought leader Apple said they are opting out of the standard! Why did Apple drop out of green computing?",TECH,https://www.huffingtonpost.com/entry/the-hight-cost-of-design_us_5bb353ede4b0fa920b9677ae,"John Pavley, Contributor
CTO @ The Huffington Post, Blogger",Apple,data_2012.json
2012-07-07,Apple Removes Green EPEAT Electronics Certification From Products,Apple has pulled its products off the U.S. government-backed registration of environmentally friendly electronics. Read more,TECH,https://www.huffingtonpost.comhttp://blogs.wsj.com/cio/2012/07/06/apple-removes-green-electronics-certification-from-products/,,Apple,data_2012.json
2012-07-07,Apple Removes Green EPEAT Electronics Certification From Products,Apple has pulled its products off the U.S. government-backed registration of environmentally friendly electronics. Read more,TECH,https://www.huffingtonpost.comhttp://blogs.wsj.com/cio/2012/07/06/apple-removes-green-electronics-certification-from-products/,,Apple,data_2012.json
2012-07-07,Microsoft's $6.2 Billion Writedown Shows It's Losing War With Google,"Fighting for online advertising dominance with Google, Microsoft bought aQuantive in 2007--and wrote down almost the entire",TECH,https://www.huffingtonpost.comhttp://www.thedailybeast.com/articles/2012/07/04/microsoft-s-6-2-billion-writedown-shows-it-s-losing-war-with-google.html,,Microsoft,data_2012.json
2012-07-07,Microsoft's $6.2 Billion Writedown Shows It's Losing War With Google,"Fighting for online advertising dominance with Google, Microsoft bought aQuantive in 2007--and wrote down almost the entire",TECH,https://www.huffingtonpost.comhttp://www.thedailybeast.com/articles/2012/07/04/microsoft-s-6-2-billion-writedown-shows-it-s-losing-war-with-google.html,,Microsoft,data_2012.json
2012-07-04,Apple Said To Plan Smaller iPad To Vie With Google Nexus,"Apple Inc. (AAPL) plans to debut a smaller, cheaper iPad by year-end, two people with knowledge of the plans said, to help",TECH,https://www.huffingtonpost.comhttp://www.bloomberg.com/news/2012-07-03/here-comes-nexus-7-nightmare-the-ipad-mini.html,,Apple,data_2012.json
2012-07-01,"iPhone 5 Launch Date, New iTunes, And NFC: This Week In Apple Rumors","Every week, the numerous blogs covering the mysterious Apple empire float unconfirmed rumors, blatant speculation and questionably",TECH,https://www.huffingtonpost.com/entry/iphone-5-launch-date-new-itunes-apple-rumors_us_5bb353c3e4b0fa920b967361,Jason Gilbert,Apple,data_2012.json
2012-06-30,The Man Behind The Mac OS Is Working On A Mystery Startup With Other Ex-Apple Employees,Bertrand Serlet is widely considered to be the brains behind Apple's Mac operating system. He was even mentioned as a possible,TECH,https://www.huffingtonpost.comhttp://www.businessinsider.com/bertrand-serlet-is-working-on-a-mystery-startup-in-palo-alto-with-ex-apple-employees-2012-6,,Apple,data_2012.json
2012-06-24,"iPhone 5 vs. Galaxy S3, Apple Television By Christmas: This Week In Apple Rumors","Every week, the numerous blogs covering the mysterious Apple empire float unconfirmed rumors, blatant speculation and questionably",TECH,https://www.huffingtonpost.com/entry/iphone-5-vs-galaxy-s3-apple-rumors_us_5bb35385e4b0fa920b966e24,Jason Gilbert,Apple,data_2012.json
2012-06-23,Apple eBook Lawsuit Trial Date Set For 2013,NEW YORK (Reuters) - A U.S. judge on Friday set a 2013 trial date for a lawsuit from the U.S. government accusing Apple and,TECH,https://www.huffingtonpost.com/entry/apple-ebook-trial-date_us_5bb35380e4b0fa920b966dd4,"Reuters, Reuters",Apple,data_2012.json
2012-06-23,Apple Patent Claims Against Motorola Smartphones Blocked By U.S.  Judge,(Reporting by Jessica Dye and Dan Levine; Editing by Gary Hill) Apple had sought an injunction barring the sale of Motorola,TECH,https://www.huffingtonpost.com/entry/apple-motorola-patent_us_5bb35380e4b0fa920b966de0,"Reuters, Reuters",Apple,data_2012.json
2012-06-10,"iPhone 5 Release Date And Video, iPad Mini, And More: This Week In Apple Rumors","Every week the numerous blogs covering the machinations of the Apple empire float unconfirmed rumors, blatant speculation",TECH,https://www.huffingtonpost.com/entry/iphone-5-release-date-video-ipad-mini-apple-rumors_us_5bb352c5e4b0fa920b9660e7,Jason Gilbert,Apple,data_2012.json
2012-06-10,Can Phil Schiller Keep Apple Cool?,"Steve Jobs always oversaw Apple's (AAPL) blockbuster product launches, but he was never a one-man show. Phil Schiller, the",TECH,https://www.huffingtonpost.comhttp://www.businessweek.com/articles/2012-06-07/can-phil-schiller-keep-apple-cool#p1,,Apple,data_2012.json
2012-06-03,"iPhone 5, iTV Release, And New iOS Maps: This Week In Apple Rumors","Every week the numerous blogs covering the machinations of the Apple empire float unconfirmed rumors, blatant speculation",TECH,https://www.huffingtonpost.com/entry/iphone-5-itv-release-ios-maps-apple-rumors_us_5bb3526ee4b0fa920b965775,Jason Gilbert,Apple,data_2012.json
2012-06-02,"Apple I Auction: Sotheby's Puts First Wozniak, Jobs Device On The Block For $180,000","Christie's auction house sold an Apple I computer in 2010 for about $210,000. The model was expected to sell for as much",TECH,https://www.huffingtonpost.com/entry/apple-i-auction-sothebys_us_5bb3527fe4b0fa920b9659f6,Sara Gates,Apple,data_2012.json
2012-06-02,Google Maps Event Scheduled For June 6: What To Expect,Join us on June 6 at 9 a.m. to see what Google will unleash. (And check back with us on June 11 to see if Apple announces,TECH,https://www.huffingtonpost.com/entry/googe-maps-event_us_5bb35282e4b0fa920b965a69,Britney Fitzgerald,Apple,data_2012.json
2012-05-27,"iPhone 5 Design, New MacBook Pro, And 'iTV': The Week In Apple Rumors","Every week the numerous blogs covering the machinations of the Apple empire float unconfirmed rumors, blatant speculation",TECH,https://www.huffingtonpost.com/entry/iphone-5-new-macbook-pro-itv-apple-rumors_us_5bb3523ee4b0fa920b9653dd,Jason Gilbert,Apple,data_2012.json
2012-05-26,Top 9 Toughest Tech Gadgets (PHOTOS),While most devices nowadays are getting lighter and skinnier to appeal to normal folk (Apple's upcoming iPhone 5 is rumored,TECH,https://www.huffingtonpost.com/entry/9-tough-tech-gadgets_us_5bb35160e4b0fa920b964376,Courteney Palis,Apple,data_2012.json
2012-05-20,"iPhone 5 Release Date, iPad Mini And New MacBook Pro: This Week In Apple Rumors","Every week the numerous blogs covering the machinations of the Apple empire float unconfirmed rumors, blatant speculation",TECH,https://www.huffingtonpost.com/entry/iphone-5-release-date-specs-apple-rumors_us_5bb351f3e4b0fa920b964c62,Jason Gilbert,Apple,data_2012.json
2012-05-12,Steve Wozniak: 'I Don't Have Broadband At Home',"Wozniak is making the rounds in Australia this week, talking about Apple's start and rise to fame in a series entitled ""The",TECH,https://www.huffingtonpost.com/entry/steve-wozniak-broadband_us_5bb35193e4b0fa920b9645dc,Sara Gates,Apple,data_2012.json
2012-05-06,"iPhone 5 Specs, Apple Television Delays: This Week In Apple Rumors","Every week the numerous blogs covering the machinations of the Apple empire float unconfirmed rumors, blatant speculation",TECH,https://www.huffingtonpost.com/entry/iphone-5-specs-apple-television-apple-rumors_us_5bb35122e4b0fa920b963ee9,Jason Gilbert,Apple,data_2012.json
2012-04-07,Apple's Marketing Of iPad 4G Access Probed By UK Regulators,"Apple has come up against a similar problem in Australia, whose consumer watchdog took legal action last month to ensure",TECH,https://www.huffingtonpost.com/entry/apple-ipad-4g-marketing_us_5bb34f49e4b0fa920b9620fb,"Reuters, Reuters",Apple,data_2012.json
2012-04-01,Foxconn Pay: Chairman Pledges To Keep Raising Worker Salaries,"According to the agreement reached with Apple, Foxconn Technology Group, whose subsidiary Hon Hai Precision Industry assembles",TECH,https://www.huffingtonpost.com/entry/foxconn-pay-raises_us_5bb34eece4b0fa920b9618eb,"Reuters, Reuters",Apple,data_2012.json
2012-03-31,Is That an Apple?,If our children can't tell you what a potato or an apple is -- how are they going to determine the future of quantum computing or nanotechnology as it applies to healthcare?,TECH,https://www.huffingtonpost.com/entry/kids-technology-dependence_us_5bb34ee5e4b0fa920b96182a,"Alan W. Silberberg, Contributor
Founder, CEO Digijaks, Co-Founder Dalai VC. Cyber Security Expert",Apple,data_2012.json
2012-03-25,"This Week In Apple Rumors: iPhone 5 Display Size, Retina Display Macs, And Foxconn's Hiring Spree","Every week the numerous blogs covering the machinations of the Apple empire float unconfirmed rumors, blatant speculation",TECH,https://www.huffingtonpost.com/entry/this-week-in-apple-rumors_us_5bb34e87e4b0fa920b9610f1,Jason Gilbert,Apple,data_2012.json
2012-03-25,Microsoft Allegedly Censors Pirate Bay Links In Windows Live Messenger,"The Pirate Bay is not only the most visited BitTorrent site on the Internet, but arguably the most censored too. Many ISPs",TECH,https://www.huffingtonpost.comhttp://torrentfreak.com/microsoft-censors-pirate-bay-links-in-windows-live-messenger-120324/,,Microsoft,data_2012.json
2012-03-18,"Privacy Suit Filed Against Path, Twitter, Apple, Facebook, Others","Thirteen individuals have filed a lawsuit against more than a dozen mobile app makers--including Path, Twitter, Apple, and",TECH,https://www.huffingtonpost.comhttp://news.cnet.com/8301-27080_3-57399021-245/privacy-suit-filed-against-path-twitter-apple-facebook-others/,,Apple,data_2012.json
2012-03-04,Apple's App Store Hits 25 Billion Downloads,"The company announced the countdown on February 17, saying that the person who downloaded the 25 billionth app would win",TECH,https://www.huffingtonpost.com/entry/apple-app-store-downloads_us_5bb34d35e4b0fa920b95f37c,Ramona Emerson,Apple,data_2012.json
2012-03-04,"Senator Charles Schumer Asks FTC To Probe Apple, Android",He also referred to a discovery last month that applications on devices such as the iPhone and iPad were able to upload entire,TECH,https://www.huffingtonpost.com/entry/charles-schumer-ftc-apple-android_us_5bb34d36e4b0fa920b95f38a,"Reuters, Reuters",Apple,data_2012.json
2012-02-20,"iPad 3 Release Date And Specs, 'iPad 4G', And An iPad Mini: This Week In Apple Rumors","Every week the numerous blogs covering the machinations of the Apple empire float tons of unconfirmed rumors, futuristic",TECH,https://www.huffingtonpost.com/entry/ipad-3-release-date-specs-mini-apple-rumors_us_5bb34c96e4b0fa920b95e17f,Jason Gilbert,Apple,data_2012.json
2012-02-20,More Iran Internet Disruptions Raise Concerns Over Censorship As Elections Loom,Iranians have grappled with increased obstacles to using the Internet since opposition supporters used social networking,TECH,https://www.huffingtonpost.com/entry/iran-internet-disruptions-elections_us_5bb34c9ae4b0fa920b95e276,"Reuters, Reuters",Apple,data_2012.json
2012-02-19,Settlement Reached In iPhone 4 'Antennagate' Suit,A settlement has been reached in a class-action lawsuit targeting the antenna performance of Apple's iPhone 4. Read more,TECH,https://www.huffingtonpost.comhttp://news.cnet.com/8301-27076_3-57380685-248/settlement-reached-in-iphone-4-antennagate-suit/,,Apple,data_2012.json
2012-02-18,Apple Nears 25 Billion Apps Downloaded: Here's What's In It For You,"In celebration of the milestone, Apple will award one person a $10,000 gift card to the App Store. By our count, that will",TECH,https://www.huffingtonpost.com/entry/apple-apps-downloaded_us_5bb34c96e4b0fa920b95e196,,Apple,data_2012.json
2012-02-18,Motorola Mobility says Apple Files EU Patent Complaint,BRUSSELS (Reuters) - Apple has asked EU anti-trust regulators to step in and settle a technology patent dispute between the,TECH,https://www.huffingtonpost.com/entry/motorola-mobility-apple-patent_us_5bb34c97e4b0fa920b95e1a1,"Reuters, Reuters",Apple,data_2012.json
2012-02-05,"New Apple Rumors: iPad 3 In March, iPhone 5 In June, And iTV Release In 2013?","Every week the numerous blogs covering the machinations of the Apple empire float tons of unconfirmed rumors, futuristic",TECH,https://www.huffingtonpost.com/entry/new-apple-rumors-ipad-3-in-march-iphone-5-in-june-itv-2013_us_5bb34bdde4b0fa920b95cee8,Jason Gilbert,Apple,data_2012.json
2012-02-05,Google Hires A Senior Director At Apple For A Top Secret Project,"Google has pulled off a coup by hiring an Apple senior director of product integrity for a secret project, VentureBeat has",TECH,https://www.huffingtonpost.comhttp://venturebeat.com/2012/02/04/google-hires-a-senior-director-at-apple-for-a-top-secret-project-exclusive/,,Apple,data_2012.json
2013-12-14,WATCH: Apple's Mobile Marketing Gift to Retailers,"Which technology will win the race -- Google wants a piece of the action as well - remains to be seen, but iBeacon should",TECH,https://www.huffingtonpost.com/entry/apples-mobile-marketing-gift-to-retailers_us_5bb36d14e4b0fa920b988060,"Shawn Amos, Contributor
blues preacher | content junkie | doughnut lover",Apple,data_2013.json
2013-12-01,Microsoft Accused Of Sending 'Sexist' Letter Advertising Xbox One,"Controversy regarding sexism and the gaming industry is nothing new. In June, Feminist Frequency blogger Anita Sarkeesian",TECH,https://www.huffingtonpost.com/entry/xbox-one-sexist-letter_us_5bb36c8de4b0fa920b986f80,,Microsoft,data_2013.json
